en_text,labels
This occurred Friday 18 May and we entered around 10.30am.,all-0
"The only shame is to know that some important buildings were destroyed in the Vietnam war, because you finish the visit with the feeling that it could last much more.",all-2 ch-2
walked through the enormous kind of interesting palace(much better sights in the city for culture).,all-1 ch-1
"The food stalls around are good, too!",all-1 amn-1
"The staff is not helpful at all, most of them don`t even speak English and there are no signs to indicate where the Royal Museum is.",all-2 amn-2 ppl-2 mgt-2
They had barely 10ft of chain to walk around and we even saw one stretching itself trying to reach its food.,all-2 mgt-2
I would absolutely avoid doing this again!,all-2
Info inside is limited and the buildings are falling apart.,all-2 amn-2 mgt-2 ch-2
Enjoyed the audio guide.,all-1 amn-1
It certainly is an interesting place to visit and I highly recommend it.,all-1
Bike tour a must but you need to hold your nerve and trust the other road users to miss you - which incredibly they did!,all-1 amn-1
"If you go by two, you can pay 300vnd for 1hour visit, or 180vnd for the horse rider.",all-1 amn-1
"Clean, cool, great ambience and lovely rich history makes this place a must see, must not miss place!",all-1 ch-1 mgt-1 nat-1
The grass flowers (a delicate flower that is the ambassador of autumn) bloomed late and bowed in the rain.,all-1 nat-1
"The Imperial City, as the name would suggest, also contains the Royal Palace.",all-0
The ginkos and Japanese maples were in full fall color.,all-1 nat-1
"Changdeokgung palace is the 2nd palace of the Joseon Dynasty, the architecture is not as grand and stately as Gyeongbokgung palace, the main palace.",all-2 ch-2
(1) Spend the 1-2 USD to take a cab there.,all-1 amn-1
Tourists like us must take a look of this palace.,all-1
"Great day with two children, even our 3-year-old had a great time.",all-1
"Positives: It's an extraordinary place,unusual, choc-a-block of history and stories, vast grounds with lots to see (take 2-3 hours at least, so take refreshments!)",all-1 ch-1
Not only that it is amazing to see but great service as well.,all-1 amn-1
"Amazing buildings but also amazing ruins, so much destroyed in the wars.",all-3 ch-3
The city’s located less than 50 miles from the Demilitarized Zone (the former border between North and South).,all-0
An English audio tour is complimentary and makes it easy to follow.,all-1 amn-1
Secret Garden was my priority when I came here.,all-1 nat-1
the architecture is amazing and the grounds beautiful.,all-1 ch-1
"The art, photography and artefacts were amazing, The gardens were very beautiful.",all-1 ch-1 nat-1
Very pretty garden and a nice change from the palace buildings.,all-1 nat-1
"Also, Changdeokgung Palace is the most well-preserved palace among the five major Palaces in Seoul.",all-1 mgt-1
So it would be a nice place for a picnic lunch away from traffic chaos.,all-1
Awesome staff and cheap food and beer everyone asks you to join them at the table and have a beer and talk.,all-1 amn-1 ppl-1
The Secret Garden tour is really nice but be ready to go (a steep) uphill more than once.,all-1 nat-1
"Both we and a big group of tourists were semi stranded in the main building for an hour as we did not bring raincoats to explore the majority of the grounds (we soon found out that you can buy rain ponchos inside for around 20,000 each)

Overall the citadel is worth visiting but is certainly overpriced even at £5.",all-3 amn-3 nat-2
A pity that people throw their garbage all over.,all-2 ppl-2 mgt-2
Our entrance ticket also got us into another museum and at the exit of the citadel there were buggies that shuttle you to the museum free of charge.,all-1 amn-1
The towers were also impressive but quite dirty.,all-3 ch-3 mgt-2
Unfortunately the citadel is destroyed a couple of times.,all-2 ch-2
"The gardens, temples and buildings probably used to be nice some day but most of it has been destroyed.",all-3 ch-3 nat-3
A big letdown as the major building is closed up for renovation and replaced with a big signboard.,all-2 mgt-2
"It has many leafy valleys, trees, ponds, pavilions and buildings.",all-0
"We were greeted at the desk with a very cheery 'happy new year"" .",all-1 ppl-1
"The building style is very similar to the 1st palace, Gyeongbukgung, but has several interesting features, including in-floor heating systems and the Secret garden.",all-1 ch-1 nat-1
"Its a nice big place to walk around, only need an hour or 2, Horses look like they have been mistreated and don't get fed enough and looked after.",all-3 mgt-2
"There is a lot of walking and sometimes not much shade, so bring water and something for shade.",all-2 nat-2
Make sure you take you own drinks and snacks as the few café here will charge you huge amount of dong for very little.,all-2 amn-2
It has some very beautiful gardens and interesting buildings.,all-1 ch-1 nat-1
"It is a truly huge site that, unfortunately, suffered heavily from bombing by the Americans in the war.",all-3 ch-2
"Spent half a day walking round exploring, so interesting and so beautiful.",all-1
"I found Hue itself as a quite boring place, The Citadel was a great way to kill time waiting for the bus to Phong Nha caves.",all-3
Very hot so bring plenty cold water or buy onsite.,all-2 nat-2
We did not enjoy the Imperial City.,all-2
About 50% of the place looks less authentic thanks to the refurbishing I guess and the colours and features look too fresh and brand new.,all-3 mgt-1 ch-2
"It’s very beautiful here, in April it is the height of summer and at 38-42c was extremely hot.",all-3 nat-2
"I visited this palace using the palace combination ticket, where for 10,000 krw you can visit 4 temples and 1 shrine, it's a great deal.",all-1 amn-1
You get free entrance into the museum of antiquities which is just outside the main Citadel - its small but there some interesting pieces so worth a look.,all-3 amn-1 ch-1
"In 39 degrees heat, without any water.",all-2 nat-2
Spent an extremely enjoyable morning checking out the complex.,all-1
It is ashamed they won't let you walk around on your own.,all-2 mgt-2
"...was something planned into our trip... music, lion dance and lots of festive activity mixed with the magnificence of the citadel itself all made for a great day out...",all-1 amn-1 ch-1
Really really sadly the citadel was extensively damaged in the wars and therefore there is ongoing works all over the site.,all-3 ch-2 mgt-1
The food is terrible and the service chaotic.,all-2 amn-2
A well kept UNESCO site in the heart of the city.,all-1 mgt-1 ch-1
Half of the palace in in ruin due to the bombing during the second world war.,all-2 ch-2
"- visited November 2016
- went just a few hours before closing time, so there was no crowd, and it was quiet and peaceful
- better if you purchase the Royal Palace Pass worth 10000 won, which grants access to this palace, plus Gyeongbokgung, Changgyeonggung, Deoksugung, and Jongmyo",all-1 amn-1
Pack a lunch and eat it in the gardens.,all-1 nat-1
"But this was the only place in vietnam where i let down my guard and was fiddled out of vnd 20000 when buying the tickets, okay only 20000 but i was annoyed with myself particularly as it was the official ticket seller who did the fiddling!",all-2 amn-2 ppl-2
"Don't miss this if you're in to architecture, history, and scenery.",all-1 ch-1 nat-1
Bring an umbrella if you are visiting during the wet months as there are not many shelters when it rains.,all-2 mgt-2
Definitely a must visit place on your visit to Hue so beautiful and so much history and a great way to relax is It walking around and enjoying the splendid old buildings in a nice relaxed atmosphere.,all-1 ch-1
